iter	Logloss
242	0.3909747522
243	0.3898334356
244	0.3887023081
245	0.3877974786
246	0.3865019534
247	0.3855464688
248	0.3842917843
249	0.3834444609
250	0.3826628427
251	0.3821113434
252	0.3815557265
253	0.3809124244
254	0.3802887373
255	0.379176788
256	0.3786076161
257	0.3779765033
258	0.3773671007
259	0.3768948981
260	0.3762289025
261	0.3751728688
262	0.374531935
263	0.3736575913
264	0.3729088317
265	0.3721262842
266	0.3712997593
267	0.3707252385
268	0.3697646723
269	0.3691305395
270	0.3683222321
271	0.3677347952
272	0.3667407667
273	0.3658196943
274	0.3651253047
275	0.364586489
276	0.3638033269
277	0.3630126582
278	0.3623890574
279	0.3618416297
280	0.3612655196
281	0.3603385659
282	0.3595265043
283	0.3589035164
284	0.3584630967
285	0.3579400196
286	0.3573694267
287	0.3566442094
288	0.3560139988
289	0.3552356419
290	0.3544421436
291	0.3538959907
292	0.3535291816
293	0.3525557942
294	0.3518349805
295	0.351043883
296	0.3504076016
297	0.3496392909
298	0.3488333206
299	0.3482785319
300	0.3474971908
301	0.3465975943
302	0.3458385876
303	0.3452153489
304	0.3443441449
305	0.3433953691
306	0.3427167136
307	0.3421419464
308	0.3416809742
309	0.3410953968
310	0.3406236502
311	0.3402732731
312	0.3397734913
313	0.3389820445
314	0.3380880542
315	0.337488584
316	0.3366495536
317	0.3358212246
318	0.3353074853
319	0.3343031198
320	0.3334354932
321	0.3326467455
322	0.3320386929
323	0.3311607237
324	0.330491217
325	0.3298700423
326	0.3292431824
327	0.3284510634
328	0.3279915417
329	0.3273225286
330	0.326641798
331	0.3262636061
332	0.3256487334
333	0.325134842
334	0.3245242717
335	0.3239165472
336	0.3232448065
337	0.3223895101
338	0.3214289032
339	0.3208892406
340	0.3204135257
341	0.3198089892
342	0.3195249378
343	0.3188792888
344	0.318245954
345	0.3171637316
346	0.3164124683
347	0.3159568645
348	0.3154213003
349	0.3148640048
350	0.3142506424
351	0.3137569624
352	0.3129548455
353	0.3122484772
354	0.3118291544
355	0.3110145244
356	0.3105105234
357	0.3098376801
358	0.3093207859
359	0.3087554688
360	0.3082093803
361	0.3076545803
362	0.3069620339
363	0.3060025804
364	0.3052776023
365	0.3049836403
366	0.3045226574
367	0.3042445123
368	0.3036795623
369	0.3032560995
370	0.3025920423
371	0.3022682901
372	0.3016822562
373	0.3007469718
374	0.300120284
375	0.2997023567
376	0.2991372672
377	0.2986215301
378	0.2979510427
379	0.2974292846
380	0.2970017666
381	0.2964295377
382	0.2958583955
383	0.2954541491
384	0.2950381933
385	0.2946288259
386	0.2941790051
387	0.2936949989
388	0.2932039378
389	0.292371554
390	0.2919246258
391	0.2913547341
392	0.2908173905
393	0.2902890277
394	0.2899540745
395	0.289251307
396	0.2885971971
397	0.2877523537
398	0.2868099502
399	0.2862306302
400	0.2855148527
401	0.2849895533
402	0.2844509083
403	0.2838587622
404	0.2834916614
405	0.2830045348
406	0.2825052401
407	0.2821863506
408	0.2817422343
409	0.2811869668
410	0.280782379
411	0.2800560356
412	0.2795047746
413	0.2792393465
414	0.2787597573
415	0.2782305269
416	0.2776304236
417	0.2769745504
418	0.2765523877
419	0.2760624582
420	0.2755308276
421	0.2750509646
422	0.2746292729
423	0.2740973275
424	0.2736813928
425	0.2731166708
426	0.2725577346
427	0.2720863387
428	0.2716201921
429	0.2711751243
430	0.270780124
431	0.2703432539
432	0.2699665724
433	0.2696377288
434	0.2691980153
435	0.2688048145
436	0.2683592544
437	0.2676873813
438	0.2672265571
439	0.2667114236
440	0.2663658028
441	0.2660457854
442	0.2654256306
443	0.2649943939
444	0.2645835761
445	0.2643101286
446	0.2637309771
447	0.26341864
448	0.2630392967
449	0.2626733234
450	0.2623434061
451	0.2620176993
452	0.2616348285
453	0.2611590251
454	0.260722428
455	0.2601208186
456	0.259629463
457	0.2592056965
458	0.2589252159
459	0.2585699998
460	0.2581577661
461	0.2576168682
462	0.2571951851
463	0.2567125144
464	0.2564091163
465	0.2561834307
466	0.2556839711
467	0.255402186
468	0.2550591607
469	0.2545500526
470	0.2541467449
471	0.2537023425
472	0.2534185644
473	0.2529622483
474	0.2524289019
475	0.2519337769
476	0.2517737997
477	0.2514155387
478	0.2508360992
479	0.2503446074
480	0.2498057981
481	0.2492890018
482	0.2488317061
483	0.2483839585
484	0.2479482917
485	0.2476165208
486	0.2471508576
487	0.2466889082
488	0.2463369511
489	0.2459855893
490	0.2454627239
491	0.2449655994
492	0.244529851
493	0.2439586355
494	0.2434065612
495	0.2431639562
496	0.2427458997
497	0.2423751808
498	0.2420674528
499	0.2415350771
500	0.2411076859
501	0.2407932225
502	0.2402636093
503	0.2399647618
504	0.2395641415
505	0.2391733963
506	0.238777372
507	0.2384483858
508	0.2382161866
509	0.2376778082
510	0.2372568989
511	0.2367813366
512	0.2366006303
513	0.2362744837
514	0.2359533855
515	0.2356315209
516	0.2352374579
517	0.2348712282
518	0.2345690766
519	0.2342107406
520	0.2336852665
521	0.233312596
522	0.2331272854
523	0.2326484038
524	0.2323994573
525	0.231901356
526	0.2316606185
527	0.2311126661
528	0.2306142054
529	0.2303692343
530	0.2299941849
531	0.2296191036
532	0.2291175819
533	0.2285580479
534	0.2281184719
535	0.2276649808
536	0.2274532071
537	0.2272075269
538	0.2268020065
539	0.2265857342
540	0.2263313091
541	0.22593333
542	0.2254832059
543	0.2250644407
544	0.2247193821
545	0.2243873557
546	0.2240286285
547	0.2237661589
548	0.2233102591
549	0.2229042539
550	0.2224221375
551	0.2221393584
552	0.221879873
553	0.2214835294
554	0.2211023976
555	0.2206360922
556	0.220456792
557	0.2200380479
558	0.2196868271
559	0.2192464812
560	0.2188707272
561	0.2185376216
562	0.2182071386
563	0.2178496472
564	0.2175662126
565	0.2170778778
566	0.2167157275
567	0.2163575589
568	0.2161953849
569	0.2158256527
570	0.2154172458
571	0.2150241226
572	0.2146447595
573	0.2142033372
574	0.2138182151
575	0.2135203504
576	0.2131632707
577	0.2127621257
578	0.2124293639
579	0.2120863474
580	0.2115974786
581	0.2113536801
582	0.2110632921
583	0.210732196
584	0.2103033358
585	0.209828138
586	0.2094971778
587	0.2092323234
588	0.2088343985
589	0.2083837812
590	0.2080627408
591	0.2076738109
592	0.207242389
593	0.2070718722
594	0.2067138838
595	0.2063016575
596	0.20599884
597	0.2057112693
598	0.2053239516
599	0.205166703
600	0.2048673536
601	0.2046468783
602	0.204260153
603	0.2038387197
604	0.2033644346
605	0.2030876672
606	0.2027412252
607	0.202451736
608	0.2019971928
609	0.2017357771
610	0.2014049754
611	0.2011471397
612	0.200841033
613	0.2003317694
614	0.2000324904
615	0.1996717037
616	0.1993241841
617	0.1990334231
618	0.1987419724
619	0.1982761908
620	0.1978208214
621	0.1974446091
622	0.197196794
623	0.1968671064
624	0.1965969826
625	0.196345342
626	0.1961777557
627	0.1959979115
628	0.1956758247
629	0.1953458335
630	0.1950445575
631	0.1948086207
632	0.1945093559
633	0.194194985
634	0.1937063153
635	0.1933787448
636	0.1931926659
637	0.1928320082
638	0.1924922448
639	0.1922402323
640	0.1920210038
641	0.1916337974
642	0.1912746445
643	0.1909305883
644	0.1904634576
645	0.1901086034
646	0.1897589033
647	0.189295235
648	0.1889976657
649	0.1887139443
650	0.1885257605
651	0.1881865358
652	0.1879368285
653	0.1876126952
654	0.1873870878
655	0.1870830921
656	0.1867741848
657	0.1864441685
658	0.1861589479
659	0.1858838261
660	0.1856274517
661	0.185254227
662	0.1847472099
663	0.1844624835
664	0.1842087126
665	0.1837550333
666	0.1834339081
667	0.1832441709
668	0.1830657896
669	0.1827959084
670	0.182597484
671	0.1824194262
672	0.1821779068
673	0.1819251211
674	0.1816702978
675	0.1813992524
676	0.1812491232
677	0.1810063
678	0.1806113441
679	0.1802706004
680	0.1800644896
681	0.1797093981
682	0.1794820276
683	0.1790875819
684	0.1789028828
685	0.1787036382
686	0.1783642682
687	0.178215789
688	0.1778748468
689	0.1776311372
690	0.1773297437
691	0.1770860821
692	0.176774573
693	0.1765494342
694	0.1763357271
695	0.1760922315
696	0.1757759911
697	0.1756678294
698	0.1754150875
699	0.1752177159
700	0.1750711959
701	0.1747990479
702	0.1745314087
703	0.1742087616
704	0.1740613779
705	0.1737778429
706	0.1734391442
707	0.1729871291
708	0.1727249933
709	0.172332775
710	0.172054654
711	0.1717074859
712	0.1714419443
713	0.1709851067
714	0.1706573824
715	0.1703449402
716	0.1701960714
717	0.1699889836
718	0.1697821401
719	0.1695571982
720	0.1692217863
721	0.1688509855
722	0.168407429
723	0.1681828806
724	0.1680066839
725	0.1677105905
726	0.1674363912
727	0.1671247432
728	0.166824975
729	0.1665373473
730	0.1662756252
731	0.166011321
732	0.1656922841
733	0.165446462
734	0.1651749282
735	0.1649378129
736	0.164680772
737	0.164548812
738	0.1643315366
739	0.1640245163
740	0.1637758967
741	0.1634287683
742	0.1632376597
743	0.1629433819
744	0.1627209647
745	0.1624996273
746	0.1622516101
747	0.1619345497
748	0.1617611446
749	0.1615453047
750	0.1613306156
751	0.1610675269
752	0.16085116
753	0.1604864618
754	0.1603142775
755	0.1600171858
756	0.1598050708
757	0.1595628474
758	0.159349556
759	0.1590669773
760	0.1589216178
761	0.1587513787
762	0.1585521728
763	0.1582917677
764	0.1579977617
765	0.1577705748
766	0.157496451
767	0.1572332399
768	0.1569814737
769	0.1567541636
770	0.1565363525
771	0.1563056918
772	0.1561255145
773	0.1559312642
774	0.1558328826
775	0.1557067528
776	0.1553081701
777	0.155140281
778	0.154865938
779	0.1547038813
780	0.1545520675
781	0.1541619279
782	0.1539302889
783	0.1536568405
784	0.1533408038
785	0.153160224
786	0.1529461914
787	0.1527847458
788	0.1525378063
789	0.1523285066
790	0.1522330459
791	0.1520833322
792	0.151880102
793	0.1515859114
794	0.1513486791
795	0.1512410148
796	0.1510636705
797	0.1507718723
798	0.150452455
799	0.1503408914
800	0.1501906811
801	0.1501187279
802	0.1499634525
803	0.1496022039
804	0.1493151364
805	0.148997226
806	0.1487507094
807	0.1485355966
808	0.1483711432
809	0.1482064521
810	0.1480213375
811	0.1478842083
812	0.1477401943
813	0.1474944546
814	0.1472639292
815	0.1470074566
816	0.1467594146
817	0.1464992984
818	0.1463270935
819	0.1461363365
820	0.145930984
821	0.1457594747
822	0.14557747
823	0.1453699249
824	0.1451981599
825	0.1450108226
826	0.1448250502
827	0.1445994857
828	0.1444524275
829	0.1441946106
830	0.1439938539
831	0.1437651443
832	0.1435840999
833	0.1432517182
834	0.143040361
835	0.1428268949
836	0.1426983274
837	0.1425531951
838	0.1423946262
839	0.142182465
840	0.141966334
841	0.1417466271
842	0.1414721353
843	0.1411819326
844	0.1409580467
845	0.1407192536
846	0.1406367762
847	0.140462143
848	0.1402650044
849	0.1400078572
850	0.1397671654
851	0.1395512935
852	0.1393155437
853	0.1390790955
854	0.1388577627
855	0.1386966519
856	0.1384698969
857	0.1383600984
858	0.1381854427
859	0.1379757553
860	0.1378913912
861	0.1377191702
862	0.1374677869
863	0.1373553293
864	0.137144063
865	0.1370267129
866	0.1369248407
867	0.1367577999
868	0.1365616722
869	0.1363633318
870	0.136172986
871	0.136018631
872	0.135916594
873	0.1357284569
874	0.1355663388
875	0.1353452606
876	0.135176948
877	0.1349968115
878	0.1348597524
879	0.1346618726
880	0.13448083
881	0.1342716309
882	0.1341007588
883	0.1339384319
884	0.1337767353
885	0.1336294115
886	0.1334270948
887	0.1332978555
888	0.1330535507
889	0.1329561861
890	0.1328237903
891	0.1325947165
892	0.1324366685
893	0.1322973835
894	0.1321258871
895	0.1319044586
896	0.1317064695
897	0.1316079527
898	0.1313535861
899	0.1311593787
900	0.1309577081
901	0.1306833704
902	0.1305475901
903	0.1303584329
904	0.1301091662
905	0.1299183113
906	0.1296698164
907	0.1294971618
908	0.1293770831
909	0.1292042784
910	0.1290742642
911	0.1288281819
912	0.1285669974
913	0.1283904493
914	0.1282399966
915	0.1280208351
916	0.1278514869
917	0.1276704238
918	0.1275107499
919	0.1273265835
920	0.1271054344
921	0.1269252534
922	0.126792642
923	0.1266622097
924	0.1264714621
925	0.1262666718
926	0.1260191284
927	0.1258182074
928	0.1256359258
929	0.1254382089
930	0.1252780441
931	0.1250715438
932	0.1248878566
933	0.124707428
934	0.1245860124
935	0.1244594446
936	0.1243510459
937	0.124239604
938	0.1240492932
939	0.123783469
940	0.1236203139
941	0.1234904925
942	0.1232827317
943	0.1230596887
944	0.1229086003
945	0.1226416388
946	0.1224775041
947	0.1223588882
948	0.1221378511
949	0.1220208459
950	0.1218927386
951	0.1217233684
952	0.1215498039
953	0.1213626529
954	0.1212293215
955	0.1211080449
956	0.1209725399
957	0.1207424846
958	0.1205957571
959	0.1204435622
960	0.1202645827
961	0.1200992264
962	0.1199199838
963	0.1198483915
964	0.1197279711
965	0.1195651091
966	0.1194098249
967	0.1192994929
968	0.1191075259
969	0.1189116351
970	0.1187663564
971	0.1185994325
972	0.1184593774
973	0.1182882259
974	0.1181089304
975	0.1179499544
976	0.1177982531
977	0.1176441967
978	0.1174355506
979	0.1172970245
980	0.1172226012
981	0.117084688
982	0.1168993718
983	0.1167341964
984	0.1164940082
985	0.1163175425
986	0.116153013
987	0.1160561776
988	0.1158292536
989	0.1156209373
990	0.1155264941
991	0.1153572079
992	0.1151335819
993	0.1149715217
994	0.11484977
995	0.1146972673
996	0.1144970684
997	0.1143699225
998	0.1142300286
999	0.1140840097
